IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P4F,P4G,P4H,P5_1,P5_2,P5_3,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P6_11,P6_12,P6_13,P6_98,P7,P8_1,P8_2,P8_3,P_ORIENT,P_IDENT,RACA_COR,RELIGIAO,REND1,REND2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND
36.0,2.0,15.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,1.0,2.0,4.0,6.0,1.0,1.0,3.0,1.0,6.0,4.0,3.0,4.0,2.0,1.2215123591005064
35.0,1.0,16.0,1.0,5.0,8.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,3.0,1.0,,,,,,,,,,,,,,99.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,5.0,4.0,7.0,4.0,2.0,1.87790019778476
33.0,1.0,16.0,1.0,1.0,10.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,3.0,1.0,3.0,2.0,8.0,4.0,2.0,0.752708724181372
27.0,2.0,15.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,99.0,99.0,2.0,4.0,2.0,0.5998939517896767
46.0,2.0,16.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,5.0,10.0,11.0,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,6.0,5.0,7.0,4.0,2.0,1.5150900366002078
55.0,1.0,14.0,1.0,3.0,5.0,99.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,5.0,7.0,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,99.0,99.0,2.0,4.0,2.0,0.3131105732833272
55.0,1.0,16.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,,,,,,,,,,,,,,3.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,0.3391018220538222
38.0,1.0,15.0,1.0,5.0,99.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,3.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,98.0,1.0,5.0,4.0,2.0,2.2453585653782504
48.0,1.0,16.0,2.0,2.0,8.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,9.0,6.0,1.0,,,,,,,,,,,,,,1.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,0.777373096897599
42.0,2.0,16.0,2.0,4.0,8.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,99.0,,,2.0,5.0,7.0,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,98.0,4.0,4.0,4.0,2.0,1.011821227257599
29.0,1.0,16.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,6.0,7.0,1.0,3.0,7.0,11.0,,,,,,,,,,,3.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,1.0,6.0,4.0,2.0,0.8567807037176491
41.0,1.0,14.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,11.0,2.0,1.0,7.0,,,,,,,,,,,,,1.0,5.0,6.0,,1.0,2.0,3.0,1.0,98.0,6.0,4.0,4.0,2.0,2.1810827585849406
21.0,2.0,14.0,1.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,10.0,1.0,3.0,7.0,11.0,,,,,,,,,,,3.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,98.0,5.0,7.0,4.0,2.0,1.2665510189732478
53.0,1.0,11.0,1.0,5.0,9.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,1.0,2.0,5.0,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,3.0,1.0,5.0,5.0,8.0,4.0,2.0,0.6599680588446614
31.0,1.0,14.0,1.0,2.0,5.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,3.0,1.0,6.0,4.0,7.0,4.0,2.0,1.956892086689019
30.0,2.0,13.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,5.0,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,98.0,6.0,5.0,4.0,2.0,1.4339973911448984
24.0,2.0,16.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,10.0,,,,,,,,,,,,,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,7.0,4.0,2.0,1.441392744571531
18.0,2.0,14.0,2.0,5.0,3.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,,1.0,2.0,3.0,4.0,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,99.0,99.0,8.0,4.0,2.0,0.6086660715188392
32.0,1.0,14.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,2.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,3.0,1.0,3.0,3.0,8.0,4.0,2.0,0.40869023961770085
39.0,2.0,14.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,97.0,,,1.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0,0.6939504401047619
45.0,1.0,14.0,1.0,4.0,8.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,10.0,6.0,1.0,3.0,5.0,10.0,,,,,,,,,,,2.0,2.0,1.0,3.0,1.0,96.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,0.8800564074058357
31.0,2.0,12.0,1.0,3.0,10.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,6.0,1.0,1.0,5.0,11.0,13.0,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,99.0,99.0,5.0,4.0,2.0,1.0718007019036893
28.0,2.0,14.0,1.0,4.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,1.0,2.0,3.0,4.0,11.0,,,,,,,,,,,3.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,6.0,4.0,7.0,4.0,2.0,1.0660763667801703
56.0,1.0,14.0,2.0,4.0,10.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,99.0,97.0,,,1.0,2.0,3.0,1.0,98.0,99.0,5.0,4.0,2.0,1.6036177076514204
55.0,2.0,16.0,1.0,3.0,7.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,9.0,8.0,1.0,10.0,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0,1.3935525747359856
45.0,1.0,16.0,1.0,3.0,10.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,1.0,1.0,2.0,11.0,,,,,,,,,,,,3.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,6.0,4.0,2.0,0.5039876518261959
44.0,2.0,16.0,1.0,3.0,9.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,10.0,1.0,5.0,6.0,,,,,,,,,,,,3.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,4.0,2.0,0.8685366098542612
54.0,1.0,14.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,10.0,3.0,97.0,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,98.0,4.0,7.0,4.0,2.0,1.0566852227347934
25.0,1.0,14.0,1.0,1.0,10.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,1.0,2.0,,,,,,,,,,,,,,3.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,5.0,5.0,4.0,2.0,1.7696161657343823
25.0,2.0,14.0,1.0,5.0,9.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,3.0,5.0,,,,,,,,,,,,,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,6.0,4.0,2.0,1.4218021961710963
51.0,1.0,14.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,2.0,1.3250058213084444
53.0,2.0,16.0,1.0,3.0,9.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,6.0,10.0,8.0,3.0,5.0,,,,,,,,,,,,,3.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,7.0,4.0,2.0,1.5150900366002078
29.0,2.0,16.0,1.0,5.0,8.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,11.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,,3.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,0.6989596867763886
41.0,2.0,14.0,2.0,5.0,9.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,1.0,99.0,,,1.0,1.0,3.0,1.0,99.0,99.0,5.0,4.0,2.0,0.8905830826183102
39.0,2.0,11.0,1.0,4.0,10.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,99.0,,,5.0,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,6.0,6.0,1.0,4.0,2.0,0.2713487194164796
41.0,2.0,10.0,2.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,99.0,99.0,,,1.0,1.0,3.0,1.0,6.0,6.0,5.0,4.0,2.0,2.153928445516585
37.0,2.0,16.0,1.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,3.0,1.0,6.0,2.0,1.0,4.0,2.0,0.21659987846690806
30.0,1.0,9.0,1.0,4.0,7.0,99.0,99.0,2.0,4.0,4.0,4.0,2.0,4.0,99.0,99.0,1.0,3.0,11.0,5.0,6.0,7.0,,,,,,,,,,,,99.0,4.0,1.0,6.0,1.0,2.0,3.0,1.0,99.0,99.0,7.0,4.0,2.0,1.2468252985545096
31.0,2.0,16.0,1.0,4.0,8.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,9.0,11.0,6.0,2.0,3.0,,,,,,,,,,,,,3.0,3.0,6.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0,0.18176045020190468
38.0,2.0,14.0,1.0,4.0,10.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,6.0,4.0,5.0,12.0,,,,,,,,,,,,3.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,98.0,5.0,3.0,4.0,2.0,0.7631447340621759
38.0,1.0,16.0,1.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,11.0,9.0,1.0,3.0,,,,,,,,,,,,,,3.0,4.0,3.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,0.15763563951035328
67.0,2.0,11.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,8.0,11.0,1.0,5.0,7.0,,,,,,,,,,,,1.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,4.0,2.0,2.8196859866237283
63.0,1.0,14.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,9.0,1.0,1.0,5.0,6.0,,,,,,,,,,,,3.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,6.0,4.0,2.0,4.0,2.0,0.3131105732833272
25.0,1.0,11.0,1.0,5.0,5.0,99.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,8.0,6.0,3.0,1.0,4.0,,,,,,,,,,,,,3.0,2.0,6.0,,1.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,0.18300893306312796
62.0,1.0,11.0,1.0,6.0,7.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,,,,,,,,,,,,,,3.0,2.0,6.0,5.0,1.0,2.0,3.0,1.0,6.0,6.0,5.0,4.0,1.0,0.9434853467136329
65.0,1.0,6.0,1.0,5.0,99.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,5.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,3.0,1.0,6.0,5.0,5.0,4.0,1.0,0.8128713353560425
62.0,1.0,11.0,1.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,3.0,5.0,97.0,,,,,,,,,,,,,,99.0,6.0,5.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,5.0,4.0,1.0,0.8128713353560425
60.0,2.0,14.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,3.0,2.0,1.0,10.0,,,,,,,,,,,,,99.0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,98.0,4.0,2.0,4.0,2.0,2.4938358413002994
38.0,2.0,11.0,1.0,3.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,8.0,3.0,5.0,10.0,11.0,,,,,,,,,,,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,98.0,99.0,3.0,4.0,2.0,0.8855192716861258
36.0,2.0,11.0,2.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,1.0,,,,,,,,,,,,,,2.0,4.0,6.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,7.0,4.0,1.0,1.267064138913308
63.0,1.0,1.0,2.0,6.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,6.0,96.0,,,,,,,,,,,,1.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,6.0,6.0,8.0,4.0,1.0,0.4643709527901545
50.0,2.0,16.0,1.0,4.0,6.0,3.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4.0,9.0,5.0,2.0,5.0,7.0,,,,,,,,,,,,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,0.25055004057969044
23.0,2.0,5.0,1.0,5.0,99.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,3.0,5.0,1.0,3.0,7.0,10.0,13.0,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,1.0,1.7721722325465743
38.0,2.0,11.0,1.0,5.0,3.0,99.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,10.0,6.0,3.0,,,,,,,,,,,,,,3.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,6.0,5.0,4.0,4.0,1.0,2.1270951352011607
47.0,2.0,16.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,10.0,5.0,2.0,1.0,3.0,,,,,,,,,,,,,2.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,98.0,5.0,1.0,4.0,1.0,0.19515530266610945
22.0,1.0,11.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,6.0,5.0,,,,,,,,,,,,,,99.0,4.0,6.0,3.0,1.0,2.0,3.0,1.0,6.0,5.0,4.0,4.0,1.0,3.436170316520626
50.0,1.0,10.0,2.0,6.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,5.0,,,,,,,,,,,,,,99.0,4.0,5.0,,1.0,99.0,3.0,1.0,5.0,5.0,8.0,4.0,1.0,0.701764292721287
58.0,2.0,16.0,1.0,4.0,10.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,99.0,3.0,1.0,6.0,3.0,10.0,,,,,,,,,,,,,,3.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,0.7309243211574545
50.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,1.0,3.0,,,,,,,,,,,,,1.0,3.0,1.0,,1.0,1.0,3.0,1.0,6.0,6.0,8.0,4.0,1.0,0.720596276169418
38.0,2.0,11.0,1.0,5.0,9.0,3.0,99.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,11.0,4.0,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,6.0,5.0,5.0,4.0,1.0,1.6783606402290105
16.0,1.0,11.0,1.0,5.0,10.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,11.0,6.0,5.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,3.0,1.0,6.0,6.0,5.0,4.0,1.0,0.9055026584154834
55.0,2.0,8.0,2.0,6.0,5.0,3.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,6.0,2.0,5.0,,,,,,,,,,,,,,1.0,5.0,2.0,4.0,1.0,1.0,3.0,1.0,98.0,6.0,2.0,4.0,1.0,1.585053831687602
55.0,2.0,10.0,1.0,5.0,4.0,99.0,3.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,1.0,0.7697511820832458
55.0,1.0,11.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,99.0,4.0,99.0,,,5.0,10.0,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,3.0,1.0,6.0,5.0,2.0,4.0,1.0,0.6999818045057722
59.0,1.0,7.0,1.0,5.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,10.0,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,3.0,1.0,6.0,6.0,7.0,4.0,1.0,0.7090754009094351
38.0,2.0,11.0,2.0,5.0,7.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,8.0,1.0,7.0,1.0,11.0,,,,,,,,,,,,,2.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,98.0,6.0,7.0,4.0,1.0,1.0916545997961615
24.0,1.0,11.0,2.0,4.0,1.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,3.0,1.0,6.0,5.0,1.0,4.0,1.0,0.37428731191926623
45.0,2.0,10.0,2.0,6.0,10.0,99.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,2.0,3.0,5.0,7.0,,,,,,,,,,,3.0,6.0,5.0,1.0,1.0,99.0,3.0,1.0,6.0,6.0,3.0,4.0,1.0,0.8618491503759885
38.0,1.0,11.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,6.0,4.0,97.0,,,,,,,,,,,,,,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,6.0,5.0,7.0,4.0,1.0,0.9718459587474757
46.0,2.0,11.0,2.0,5.0,8.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,5.0,,,,,,,,,,,,,,3.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,6.0,6.0,4.0,4.0,1.0,1.1717322391694887
60.0,2.0,11.0,2.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,9.0,1.0,6.0,5.0,6.0,,,,,,,,,,,,,1.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,4.0,1.0,1.3656225072949477
49.0,1.0,5.0,1.0,5.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,5.0,,,,,,,,,,,,,,1.0,99.0,,,1.0,2.0,3.0,1.0,6.0,5.0,5.0,4.0,1.0,0.7876312221474708
55.0,1.0,11.0,1.0,5.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,4.0,1.0,7.0,3.0,2.0,,,,,,,,,,,,,,2.0,5.0,4.0,,1.0,2.0,3.0,1.0,6.0,6.0,4.0,4.0,1.0,1.0773119466425394
55.0,2.0,11.0,2.0,5.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,6.0,1.0,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,6.0,6.0,4.0,4.0,1.0,2.8268977825896995
55.0,2.0,11.0,2.0,5.0,10.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,5.0,3.0,5.0,,,,,,,,,,,,,3.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,6.0,5.0,1.0,4.0,1.0,0.5995649594368039
56.0,1.0,10.0,1.0,6.0,8.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,10.0,3.0,1.0,3.0,4.0,7.0,,,,,,,,,,,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,7.0,4.0,1.0,0.8230112459066092
70.0,1.0,10.0,2.0,5.0,8.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,10.0,3.0,5.0,,,,,,,,,,,,,,3.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,6.0,5.0,3.0,4.0,1.0,0.4121184789848659
45.0,2.0,11.0,1.0,5.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,6.0,12.0,,,,,,,,,,,,,1.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,0.3101136978756145
55.0,2.0,11.0,2.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,6.0,1.0,1.0,,,,,,,,,,,,,,3.0,1.0,6.0,,1.0,1.0,3.0,1.0,5.0,5.0,2.0,4.0,1.0,1.3656225072949477
57.0,1.0,11.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,3.0,1.0,5.0,,,,,,,,,,,,,3.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,99.0,99.0,4.0,4.0,1.0,0.5119696997370278
47.0,2.0,11.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,5.0,1.0,5.0,10.0,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,0.7705435590890914
65.0,1.0,6.0,1.0,5.0,6.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,8.0,,99.0,,,,,,,,,,,,,,2.0,99.0,,,99.0,99.0,2.0,1.0,6.0,6.0,7.0,4.0,1.0,0.7090754009094351
29.0,2.0,14.0,1.0,4.0,99.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,1.0,5.0,1.0,6.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,4.0,2.0,0.49826966996160305
28.0,2.0,14.0,2.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,10.0,2.0,4.0,5.0,6.0,7.0,,,,,,,,,,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,98.0,4.0,5.0,4.0,2.0,1.3754981881843855
32.0,2.0,14.0,1.0,4.0,99.0,99.0,99.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,2.0,1.0,6.0,6.0,5.0,4.0,2.0,1.1173838130502385
47.0,2.0,14.0,2.0,3.0,8.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,6.0,1.0,3.0,5.0,,,,,,,,,,,,3.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,5.0,4.0,8.0,4.0,2.0,0.7181844208388178
54.0,2.0,16.0,1.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,10.0,1.0,11.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,10.0,11.0,,,,,,1.0,6.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,8.0,4.0,2.0,0.6446539554067346
28.0,1.0,16.0,1.0,4.0,10.0,1.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,0.4381159899515668
36.0,1.0,14.0,1.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,11.0,8.0,5.0,1.0,2.0,3.0,5.0,10.0,96.0,,,,,,,,,3.0,2.0,6.0,4.0,1.0,96.0,2.0,1.0,5.0,1.0,7.0,4.0,2.0,1.9382950511497195
